app_id	category1	category2	category3	category4	category5
vStudio.Android.Camera360	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Online Communities/Online Goodies/Skins, Themes & Wallpapers	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Reference/Language Resources/Foreign Language Resources/Foreign Language Study	/Games/Computer & Video Games/Action & Platform Games
com.adobe.reader	/Finance/Accounting & Auditing/Tax Preparation & Planning	/Computers & Electronics/Software/Business & Productivity Software	/Business & Industrial/Advertising & Marketing	/Food & Drink/Restaurants/Fast Food/Burgers	/Internet & Telecom/Mobile & Wireless
sg.bigo.live	/Jobs & Education/Education	/Online Communities	/Business & Industrial/Metals & Mining/Precious Metals	/Online Communities/Photo & Video Sharing/Video Sharing	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming
com.halfbrick.jetpackjoyride	/Games/Computer & Video Games/Action & Platform Games	/Online Communities/Virtual Worlds	/Beauty & Fitness/Beauty Services & Spas	/Real Estate/Real Estate Listings/Residential Rentals	/Arts & Entertainment/Comics & Animation/Cartoons
com.lbe.parallel.intl	/Computers & Electronics/Software/Software Utilities	/Internet & Telecom/Search Engines	/Sports/Team Sports/Basketball	/Online Communities/Online Goodies/Social Network Apps & Add-Ons	/Beauty & Fitness/Face & Body Care/Unwanted Body & Facial Hair Removal
com.utorrent.client	/Online Communities/File Sharing & Hosting	/Games/Card Games	/Arts & Entertainment/TV & Video/TV Networks & Stations	/Sports/Individual Sports/Cycling	/Arts & Entertainment/Visual Art & Design/Design/Interior Design
com.nexstreaming.app.kinemasterfree	/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle & Traffic Safety	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software	/News/Business News	/Beauty & Fitness/Beauty Services & Spas	/Internet & Telecom/Service Providers
com.sec.android.app.sbrowser	/Computers & Electronics/Electronics & Electrical/Power Supplies	/Online Communities/Online Goodies/Social Network Apps & Add-Ons	/Computers & Electronics/Software/Internet Software/Web Browsers	/Beauty & Fitness/Face & Body Care/Unwanted Body & Facial Hair Removal	/Food & Drink/Restaurants/Fast Food/Burgers
com.commsource.beautyplus	/Finance/Financial Planning & Management	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Shopping/Apparel/Footwear/Athletic Shoes	/Shopping	/Online Communities/Photo & Video Sharing/Video Sharing
com.uc.browser.en	/Shopping/Auctions	/Business & Industrial	/Computers & Electronics/Software/Internet Software/Web Browsers	/Internet & Telecom/Web Services/Cloud Storage	/Games/Computer & Video Games/Simulation Games/Life Simulation Games
tv.twitch.android.app	/Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software	/Hobbies & Leisure/Outdoors	/Business & Industrial/Energy & Utilities/Electricity	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Games/Computer & Video Games/Gaming Reference & Reviews
com.nordcurrent.canteenhd	/Games/Computer & Video Games/Casual Games	/Science/Earth Sciences/Geology	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Books & Literature/Audiobooks	/Computers & Electronics/Programming/C & C++
com.jb.emoji.gokeyboard	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle Licensing & Registration/Driving Instruction & Driver Education	/Online Communities/Online Goodies/Clip Art & Animated GIFs	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/Pets & Animals/Pets/Cats
com.ea.game.nfs14_row	/Computers & Electronics/Software/Multimedia Software/Media Players	/Games/Puzzles & Brainteasers	/Games/Word Games	/Travel & Transportation/Transportation/Urban Transit	/Games/Computer & Video Games/Driving & Racing Games
br.com.bb.android	/Computers & Electronics/Software/Multimedia Software/Desktop Publishing/Fonts	/Finance/Banking	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Guitars	/Business & Industrial/Shipping & Logistics/Mail & Package Delivery	/Home & Garden/Home Improvement
com.fdgentertainment.bananakong	/Online Communities/Online Goodies/Social Network Apps & Add-Ons	/News	/Online Communities/Photo & Video Sharing/Video Sharing	/Science/Astronomy	/Games/Computer & Video Games/Action & Platform Games
com.gaana	/Sports/Individual Sports/Cycling	/Home & Garden	/Finance/Investing/Currencies & Foreign Exchange	/Food & Drink/Restaurants/Pizzerias	/Arts & Entertainment/Music & Audio/Music Streams & Downloads
com.naturalmotion.customstreetracer2	/Online Communities/File Sharing & Hosting	/News/Business News/Financial Markets News	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Pianos & Keyboards	/Games/Computer & Video Games/Driving & Racing Games	/Sports/Sport Scores & Statistics
com.mediocre.smashhit	/Internet & Telecom/Web Services/Web Design & Development	/Arts & Entertainment/Music & Audio/Music Reference/Song Lyrics & Tabs	/Food & Drink/Cooking & Recipes	/Sports/Individual Sports/Running & Walking	/Games/Computer & Video Games/Casual Games
com.gojek.app	/Travel & Transportation/Transportation/Taxi & Ride Hail Services	/People & Society/Religion & Belief/Mindfulness & Meditation	/Travel & Transportation/Hotels & Accommodations	/Shopping/Photo & Video Services/Photo Printing Services	/Internet & Telecom/Service Providers
com.tinder	/Autos & Vehicles/Vehicle Parts & Services/Vehicle Repair & Maintenance	/Business & Industrial/Retail Trade/Retail Equipment & Technology	/People & Society/Family & Relationships/Family/Ancestry & Genealogy	/Science/Mathematics	/Finance/Banking/Money Transfer & Wire Services
com.mojang.minecraftpe	/Travel & Transportation	/Internet & Telecom/Web Services/Web Design & Development	/Games/Computer & Video Games/Sandbox Games	/Home & Garden/Home & Interior Decor	/Arts & Entertainment/Events & Listings
wp.wattpad	/Books & Literature/E-Books	/Shopping/Gifts & Special Event Items/Greeting Cards	/Finance/Investing/Funds/Mutual Funds	/Arts & Entertainment/Visual Art & Design/Design/Interior Design	/Beauty & Fitness/Face & Body Care/Skin & Nail Care
com.yodo1.crossyroad	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Travel & Transportation/Transportation/Air Travel	/Games/Computer & Video Games/Casual Games	/Computers & Electronics/Consumer Electronics/Media Streaming Devices	/Games/Computer & Video Games/Action & Platform Games
com.ubercab.eats	/Beauty & Fitness/Fashion & Style/Fashion Designers & Collections	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Pianos & Keyboards	/Beauty & Fitness/Face & Body Care/Unwanted Body & Facial Hair Removal	/Food & Drink/Food & Grocery Delivery	/Food & Drink/Restaurants
com.pixonic.wwr	/Games/Computer & Video Games/Action & Platform Games	/Finance/Financial Planning & Management	/Reference/Language Resources	/Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software	/Online Communities/Forum & Chat Providers
com.opera.mini.android	/Arts & Entertainment/TV & Video/TV Guides & Reference	/Games/Computer & Video Games	/Computers & Electronics/Software/Internet Software/Web Browsers	/Shopping	/Business & Industrial/Advertising & Marketing
com.outfit7.mytalkingtom2	/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle Licensing & Registration	/Jobs & Education/Education/Training & Certification	/Arts & Entertainment/Visual Art & Design/Design/Interior Design	/Games/Educational Games	/Games/Computer & Video Games/Casual Games
org.mozilla.firefox	/Online Communities/Online Goodies/Clip Art & Animated GIFs	/Computers & Electronics/Consumer Electronics	/Computers & Electronics/Software/Internet Software/Web Browsers	/Arts & Entertainment/Fun & Trivia/Fun Tests & Silly Surveys	/Shopping/Apparel/Athletic Apparel
com.wb.goog.mkx	/Business & Industrial/Retail Trade/Retail Equipment & Technology	/Hobbies & Leisure/Crafts/Fiber & Textile Arts	/Business & Industrial/Energy & Utilities/Electricity	/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows	/Jobs & Education/Education/Teaching & Classroom Resources
zombie.survival.craft.z	/Beauty & Fitness/Fashion & Style/Fashion Designers & Collections	/Games/Computer & Video Games/Strategy Games	/Games/Card Games	/Beauty & Fitness/Face & Body Care/Unwanted Body & Facial Hair Removal	/Hobbies & Leisure/Outdoors
com.melesta.coffeeshop	/Food & Drink/Food & Grocery Retailers	/Arts & Entertainment/TV & Video/TV Networks & Stations	/Reference/Language Resources/Foreign Language Resources/Foreign Language Study	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Shopping/Consumer Resources/Customer Services/Loyalty Cards & Programs
com.fingersoft.hcr2	/Arts & Entertainment/Music & Audio	/Internet & Telecom/Web Portals	/Food & Drink/Beverages/Coffee & Tea/Coffee	/Games/Board Games/Chess & Abstract Strategy Games	/Games/Computer & Video Games/Driving & Racing Games
com.prettysimple.criminalcaseandroid	/Books & Literature/E-Books	/Arts & Entertainment/TV & Video/TV Guides & Reference	/Games/Puzzles & Brainteasers	/Reference/General Reference/Educational Resources	/Games/Computer & Video Games/Adventure Games
com.devuni.flashlight	/Computers & Electronics/Software/Software Utilities	/Finance/Banking	/Online Communities/Online Goodies/Clip Art & Animated GIFs	/Computers & Electronics/Computer Hardware/Computer Peripherals/Input Devices	/Computers & Electronics/Consumer Electronics/GPS & Navigation
com.h8games.helixjump	/Internet & Telecom/Mobile & Wireless/Mobile Phones/Smart Phones	/Online Communities/Photo & Video Sharing	/Science/Mathematics	/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows	/Games/Computer & Video Games/Casual Games
com.discord	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Games/Puzzles & Brainteasers	/Online Communities/Social Networks	/Beauty & Fitness/Beauty Services & Spas	/Finance/Banking/Money Transfer & Wire Services
io.faceapp	/Computers & Electronics/Software/Software Utilities	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Reference/Geographic Reference/Maps	/Real Estate/Real Estate Listings	/Books & Literature/Magazines
br.gov.caixa.tem	/Travel & Transportation/Transportation/Long Distance Bus & Rail	/Finance/Banking	/Online Communities/Photo & Video Sharing/Video Sharing	/Finance/Credit & Lending/Credit Reporting & Monitoring	/Pets & Animals/Animal Products & Services/Pet Food & Pet Care Supplies
com.ebay.mobile	/Computers & Electronics/Software/Educational Software	/Autos & Vehicles	/Business & Industrial/Advertising & Marketing/Marketing	/Science/Mathematics	/Shopping/Classifieds
com.miniclip.carrom	/Shopping/Gifts & Special Event Items/Gifts	/Games/Computer & Video Games/Sports Games	/Travel & Transportation/Transportation/Air Travel	/Arts & Entertainment/Visual Art & Design/Design/Graphic Design	/Travel & Transportation/Transportation/Parking
com.miniclip.agar.io	/Games/Puzzles & Brainteasers	/Shopping/Apparel/Footwear/Athletic Shoes	/Reference/General Reference/Calculators & Reference Tools	/Finance/Credit & Lending/Credit Reporting & Monitoring	/Games/Computer & Video Games/Casual Games
com.jio.media.jiobeats	/Shopping/Shopping Portals	/Finance/Insurance/Vehicle Insurance/Auto Insurance	/Arts & Entertainment/Music & Audio/Music Streams & Downloads	/Beauty & Fitness/Face & Body Care/Skin & Nail Care	/Internet & Telecom/Mobile & Wireless
com.aim.racing	/Books & Literature/E-Books	/Games/Computer & Video Games/Simulation Games/Vehicle Simulators	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Computers & Electronics/Programming/C & C++	/Games/Computer & Video Games/Driving & Racing Games
com.cyberlink.youcammakeup	/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Pianos & Keyboards	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year	/Hobbies & Leisure/Outdoors/Hiking & Camping
net.wargaming.wot.blitz	/Computers & Electronics/Software/Software Utilities	/Sports/Team Sports/Basketball	/Beauty & Fitness/Fitness/Gyms & Health Clubs	/Travel & Transportation/Transportation/Carpooling	/Games/Computer & Video Games/Action & Platform Games
com.duapps.recorder	/Arts & Entertainment/Music & Audio/Music Videos	/Computers & Electronics/Software/Multimedia Software/Audio & Music Software/Audio File Formats & Codecs	/Games/Computer & Video Games/Strategy Games	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software	/Computers & Electronics/Consumer Electronics
com.ea.game.simpsons4_row	/Beauty & Fitness/Fitness/Fitness Instruction & Personal Training	/Food & Drink/Cooking & Recipes/Desserts	/Games/Computer & Video Games/Simulation Games/City Building Games	/Shopping/Photo & Video Services/Photo Printing Services	/Games/Computer & Video Games/Driving & Racing Games
ru.yandex.taxi	/Jobs & Education/Education	/Travel & Transportation/Transportation/Car Rentals	/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Games/Computer & Video Games/Casual Games
com.smule.singandroid	/Online Communities/File Sharing & Hosting	/Computers & Electronics/Software/Multimedia Software/Audio & Music Software	/Games/Computer & Video Games/Music & Dance Games	/Games/Tile Games	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Guitars
com.sgiggle.production	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Finance/Investing	/Games/Tile Games	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Pets & Animals/Animal Products & Services/Pet Food & Pet Care Supplies
com.opera.browser	/Computers & Electronics/Software/Internet Software/Web Browsers	/Reference/General Reference/Biographies & Quotations	/Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming	/Jobs & Education/Education/Teaching & Classroom Resources	/Shopping/Photo & Video Services/Photo Printing Services
com.bsbportal.music	/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle & Traffic Safety	/Hobbies & Leisure/Outdoors/Fishing	/Reference/General Reference/Biographies & Quotations	/Arts & Entertainment/Music & Audio/Music Streams & Downloads	/Arts & Entertainment/Visual Art & Design/Architecture
com.ismaker.android.simsimi	/Travel & Transportation/Transportation/Long Distance Bus & Rail	/Games/Computer & Video Games/Strategy Games	/Home & Garden/Home & Interior Decor	/Travel & Transportation/Travel Agencies & Services	/Arts & Entertainment/Fun & Trivia
com.pubg.imobile	/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics	/News/Broadcast & Network News	/Pets & Animals/Pets/Cats	/Home & Garden/Domestic Services	/Internet & Telecom/Mobile & Wireless
com.linecorp.LGGRTHN	/Beauty & Fitness/Fashion & Style/Fashion Designers & Collections	/Games/Computer & Video Games	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Pianos & Keyboards	/Arts & Entertainment/Fun & Trivia/Fun Tests & Silly Surveys	/Games/Board Games
com.glu.deerhunt2	/Games/Computer & Video Games/Sports Games	/Finance/Financial Planning & Management	/Shopping	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Games/Computer & Video Games/Action & Platform Games
com.fluffyfairygames.idleminertycoon	/Arts & Entertainment/TV & Video/TV Networks & Stations	/Games/Party Games	/Computers & Electronics/Software/Multimedia Software	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Internet & Telecom/Service Providers
com.sirma.mobile.bible.android	/Books & Literature/E-Books	/Hobbies & Leisure	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Arts & Entertainment/TV & Video/TV Networks & Stations	/Books & Literature
com.zhiliaoapp.musically.go	/Reference/Geographic Reference/Maps	/Reference/General Reference/Biographies & Quotations	/Online Communities/Photo & Video Sharing/Video Sharing	/Games/Educational Games	/Online Communities/Blogging Resources & Services
com.empire.grow.rome	/Jobs & Education/Jobs/Job Listings	/Computers & Electronics/Software/Multimedia Software/Audio & Music Software	/Games/Computer & Video Games/Strategy Games	/Online Communities	/Games/Roleplaying Games
com.intsig.camscanner	/Computers & Electronics/Software/Software Utilities	/Reference/Language Resources	/Hobbies & Leisure/Crafts/Fiber & Textile Arts	/Computers & Electronics/Software/Internet Software/Web Browsers	/Computers & Electronics/Software/Business & Productivity Software
com.rovio.angrybirdsgo	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Guitars	/Finance/Accounting & Auditing/Billing & Invoicing	/Food & Drink/Restaurants/Restaurant Reviews & Reservations	/Games/Computer & Video Games/Casual Games	/Games/Computer & Video Games/Driving & Racing Games
com.episodeinteractive.android.catalog	/Games/Computer & Video Games/Sports Games	/Arts & Entertainment/Fun & Trivia/Fun Tests & Silly Surveys	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Arts & Entertainment/Music & Audio/Music Reference/Sheet Music	/Games/Computer & Video Games/Adventure Games
com.kms.free	/Internet & Telecom/Teleconferencing	/Internet & Telecom	/Jobs & Education/Education/Distance Learning	/Beauty & Fitness/Body Art	/People & Society/Social Issues & Advocacy/Charity & Philanthropy
com.playit.videoplayer	/Computers & Electronics/Software/Multimedia Software/Media Players	/Arts & Entertainment/TV & Video/TV Shows & Programs	/Sports/Sport Scores & Statistics	/Arts & Entertainment/Visual Art & Design/Design/Graphic Design	/Games/Computer & Video Games/Driving & Racing Games
com.touchtype.swiftkey	/Computers & Electronics/Software/Software Utilities	/Sports/Team Sports/American Football	/Computers & Electronics/Software/Internet Software/Web Browsers	/Arts & Entertainment/TV & Video/Online Video	/Autos & Vehicles/Vehicle Shopping/Used Vehicles
cn.wps.moffice_eng	/Games/Computer & Video Games/Music & Dance Games	/Finance/Financial Planning & Management	/Arts & Entertainment/Visual Art & Design/Design/Graphic Design	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Drums & Percussion	/Computers & Electronics/Software/Business & Productivity Software
com.firsttouchgames.dlsa	/Beauty & Fitness/Fitness/Yoga & Pilates	/Games/Computer & Video Games/Sports Games	/Sports/Team Sports/Soccer	/Games/Computer & Video Games/Sports Games/Sports Management Games	/Pets & Animals/Animal Products & Services/Pet Food & Pet Care Supplies
com.linecorp.LGCOOKIE	/Sports/Team Sports/American Football	/Travel & Transportation/Transportation/Cruises & Charters	/Autos & Vehicles/Vehicle Shopping/Used Vehicles	/Arts & Entertainment/Fun & Trivia	/Games/Computer & Video Games/Action & Platform Games
com.lemon.lvoverseas	/Sports/Individual Sports/Golf	/Sports/Sporting Goods	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software	/Games/Roleplaying Games	/Travel & Transportation/Hotels & Accommodations/Vacation Rentals & Short-Term Stays
com.gameloft.android.ANMP.GloftM5HM	/Arts & Entertainment/TV & Video/TV Guides & Reference	/Shopping/Mass Merchants & Department Stores	/Finance/Investing/Funds/Mutual Funds	/Reference/Language Resources/Foreign Language Resources/Translation Tools & Resources	/Finance/Accounting & Auditing/Billing & Invoicing
com.miniclip.plagueinc	/Games/Computer & Video Games/Simulation Games	/Games/Computer & Video Games/Strategy Games	/Reference/Geographic Reference/Maps	/Internet & Telecom/Service Providers/Cable & Satellite Providers	/Shopping/Apparel/Clothing Accessories/Watches
com.myntra.android	/Jobs & Education/Jobs/Job Listings	/Shopping/Apparel	/Travel & Transportation/Transportation/Cruises & Charters	/Science/Mathematics	/News/Newspapers
com.digidust.elokence.akinator.freemium	/Games/Computer & Video Games/Music & Dance Games	/Finance/Investing/Currencies & Foreign Exchange/Digital Currencies	/Computers & Electronics/Programming/C & C++	/Arts & Entertainment/Fun & Trivia	/Games/Computer & Video Games/Casual Games
us.zoom.videomeetings	/Computers & Electronics/Software/Business & Productivity Software/Collaboration & Conferencing Software	/Internet & Telecom/Email & Messaging	/Travel & Transportation/Specialty Travel	/Arts & Entertainment/Events & Listings/Movie Listings & Theater Showtimes	/Arts & Entertainment/Comics & Animation/Anime & Manga
com.mercadopago.wallet	/Finance/Banking	/Business & Industrial/Metals & Mining/Precious Metals	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Arts & Entertainment/Fun & Trivia
com.tumblr	/Online Communities/Blogging Resources & Services/Microblogging	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year	/Online Communities/Social Networks	/Business & Industrial/Shipping & Logistics/Mail & Package Delivery/Couriers, Messengers & Home Delivery Services	/Shopping/Apparel/Clothing Accessories/Watches
com.google.android.apps.youtube.music	/Arts & Entertainment/Music & Audio/Music Videos	/Books & Literature/Writers Resources	/Shopping/Apparel	/Business & Industrial/Advertising & Marketing	/Arts & Entertainment/Music & Audio/Music Streams & Downloads
com.movile.playkids.pkxd	/Home & Garden/Home Furnishings	/Online Communities/Photo & Video Sharing	/Arts & Entertainment/Fun & Trivia/Fun Tests & Silly Surveys	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Games/Computer & Video Games/Casual Games
com.dvloper.granny	/Jobs & Education/Jobs/Resumes & Portfolios	/Sports/Team Sports/American Football	/Computers & Electronics/Software/Internet Software/Web Browsers	/Food & Drink/Restaurants	/Games/Computer & Video Games/Adventure Games
com.jio.jioplay.tv	/Jobs & Education/Jobs/Job Listings/Temporary & Seasonal Jobs	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Finance/Credit & Lending/Loans/Home Financing	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming
com.ForgeGames.SpecialForcesGroup2	/Internet & Telecom/Teleconferencing	/Finance/Investing/Currencies & Foreign Exchange	/Online Communities/Social Networks	/Finance/Investing/Stocks & Bonds	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year
com.nekki.shadowfight3	/Online Communities/Online Goodies/Clip Art & Animated GIFs	/Games/Roleplaying Games	/Online Communities/Social Networks	/Finance/Credit & Lending/Loans/Home Financing	/Games/Computer & Video Games/Gaming Reference & Reviews/Video Game Cheats & Hints
air.com.lunime.gachalife	/Games/Computer & Video Games	/Games/Roleplaying Games	/Food & Drink/Restaurants/Restaurant Reviews & Reservations	/Arts & Entertainment/Events & Listings/Concerts & Music Festivals	/Hobbies & Leisure/Crafts
com.bethsoft.falloutshelter	/Games/Computer & Video Games/Simulation Games	/Business & Industrial/Business Operations/Human Resources/Compensation & Benefits	/Food & Drink/Food & Grocery Delivery	/Real Estate/Real Estate Listings	/Games/Computer & Video Games/Simulation Games/Life Simulation Games
com.bitstrips.imoji	/Sports/Individual Sports/Golf	/Games/Card Games	/Online Communities/Online Goodies/Clip Art & Animated GIFs	/Beauty & Fitness/Face & Body Care	/Games/Computer & Video Games/Gaming Reference & Reviews
com.tocaboca.tocalifeworld	/Books & Literature/E-Books	/Games/Card Games	/Beauty & Fitness/Fashion & Style	/Beauty & Fitness/Face & Body Care/Skin & Nail Care	/Computers & Electronics/Programming
com.joeware.android.gpulumera	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year	/Games/Computer & Video Games/Adventure Games	/Games/Computer & Video Games/Gaming Reference & Reviews
net.peakgames.toonblast	/Computers & Electronics/Software/Business & Productivity Software/Collaboration & Conferencing Software	/Games/Computer & Video Games/Sandbox Games	/Autos & Vehicles/Vehicle Shopping	/Games/Computer & Video Games/Casual Games	/Arts & Entertainment/Music & Audio/Music Education & Instruction
com.king.petrescuesaga	/News/Sports News	/Arts & Entertainment/Fun & Trivia	/Computers & Electronics/Software/Business & Productivity Software/Accounting & Financial Software	/Games/Computer & Video Games/Casual Games	/Arts & Entertainment/Music & Audio/Music Education & Instruction
es.socialpoint.MonsterLegends	/News/Business News/Financial Markets News	/Games/Roleplaying Games	/Pets & Animals/Pets/Dogs	/Games/Computer & Video Games/Adventure Games	/Shopping/Apparel/Clothing Accessories/Gems & Jewelry
com.nekki.vector	/Games/Computer & Video Games/Action & Platform Games	/Online Communities/Blogging Resources & Services/Microblogging	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Drums & Percussion	/Books & Literature/Writers Resources	/Games/Computer & Video Games/Driving & Racing Games
com.microsoft.office.excel	/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software	/Internet & Telecom/Email & Messaging	/Jobs & Education/Education/Teaching & Classroom Resources	/Beauty & Fitness/Fitness	/News/Weather
com.playgendary.kickthebuddy	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Travel & Transportation/Transportation/Long Distance Bus & Rail	/Beauty & Fitness/Face & Body Care/Unwanted Body & Facial Hair Removal	/Food & Drink/Cooking & Recipes/Desserts	/Games/Computer & Video Games/Casual Games
com.socialnmobile.dictapps.notepad.color.note	/Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software	/Computers & Electronics/Software/Business & Productivity Software	/Online Communities/Photo & Video Sharing/Photo & Image Sharing	/Shopping/Apparel/Footwear	/Shopping/Apparel/Clothing Accessories/Gems & Jewelry
com.appsomniacs.da2	/Jobs & Education/Jobs/Job Listings	/Internet & Telecom/Web Services/Web Stats & Analytics	/Reference/Language Resources/Foreign Language Resources/Foreign Language Study	/Arts & Entertainment/Music & Audio/Music Reference/Sheet Music	/Internet & Telecom/Mobile & Wireless
com.lilithgame.hgame.gp	/Finance/Accounting & Auditing/Billing & Invoicing	/Finance/Accounting & Auditing/Bookkeeping	/Reference/General Reference/Dictionaries & Encyclopedias	/Games/Computer & Video Games/Casual Games	/Computers & Electronics/Programming
com.outfit7.talkingtom2free	/Games/Roleplaying Games	/Beauty & Fitness/Fitness/Bodybuilding	/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows	/Arts & Entertainment/Fun & Trivia	/Games/Computer & Video Games/Video Game Emulation
cn.xender	/Online Communities/File Sharing & Hosting	/Arts & Entertainment/Humor/Funny Pictures & Videos	/Science/Earth Sciences/Geology	/Books & Literature/Magazines	/Computers & Electronics/Consumer Electronics/Home Automation
com.pandora.android	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Samples & Sound Libraries	/Games/Computer & Video Games/Sandbox Games	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Drums & Percussion	/Arts & Entertainment/Music & Audio/Radio	/Arts & Entertainment/Music & Audio/Music Streams & Downloads
com.whatsapp.wallpaper	/Finance/Accounting & Auditing/Tax Preparation & Planning	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Computers & Electronics/Software/Educational Software	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/Real Estate/Real Estate Listings/Residential Rentals
com.amazon.avod.thirdpartyclient	/Games/Computer & Video Games/Music & Dance Games	/Home & Garden	/Pets & Animals/Animal Products & Services	/Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming	/Arts & Entertainment/Music & Audio/Music Education & Instruction
com.zzkko	/Books & Literature/Book Retailers	/Shopping/Apparel	/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Data Backup & Recovery	/Internet & Telecom	/Arts & Entertainment/Music & Audio/Radio
com.ea.game.fifa14_row	/Games/Computer & Video Games/Strategy Games	/Beauty & Fitness/Fitness/Gyms & Health Clubs	/Food & Drink/Restaurants/Pizzerias	/Food & Drink/Food & Grocery Delivery	/Games/Computer & Video Games/Sports Games/Sports Management Games
com.mi.android.globalFileexplorer	/Computers & Electronics/Software/Software Utilities	/Home & Garden/Home Furnishings	/Autos & Vehicles/Motor Vehicles (By Type)/Motorcycles	/News/Sports News	/Computers & Electronics/Networking/Network Monitoring & Management
com.joom	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software	/Business & Industrial/Shipping & Logistics/Freight Transport	/Games/Table Games/Billiards	/Beauty & Fitness/Beauty Services & Spas/Massage Therapy	/Shopping/Shopping Portals
com.garena.game.kgth	/Finance/Accounting & Auditing/Tax Preparation & Planning	/Games/Computer & Video Games/Strategy Games	/Games/Computer & Video Games/Browser Games	/Games/Roleplaying Games	/Science/Engineering & Technology/Augmented & Virtual Reality
