app_id	category1	category2	category3	category4	category5
net.wargaming.wot.blitz	/Autos & Vehicles/Vehicle Parts & Services/Vehicle Repair & Maintenance	/Real Estate/Real Estate Listings	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Arts & Entertainment/Fun & Trivia	/Games/Computer & Video Games/Action & Platform Games
com.jio.media.jiobeats	/Shopping/Gifts & Special Event Items/Gifts	/News/Business News/Financial Markets News	/Finance/Credit & Lending	/Computers & Electronics/Computer Security/Antivirus & Malware	/Arts & Entertainment/Music & Audio/Music Streams & Downloads
ru.yandex.taxi	/Sports/Fantasy Sports	/Games/Puzzles & Brainteasers	/Travel & Transportation/Transportation/Car Rentals	/Arts & Entertainment/Events & Listings/Movie Listings & Theater Showtimes	/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers
com.smule.singandroid	/Computers & Electronics/Software/Multimedia Software/Audio & Music Software	/Games/Computer & Video Games/Music & Dance Games	/Internet & Telecom/Web Services/Web Stats & Analytics	/Travel & Transportation/Transportation/Taxi & Ride Hail Services	/Computers & Electronics/Consumer Electronics/Audio Equipment/Speakers
com.sgiggle.production	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/People & Society/Family & Relationships/Family/Baby & Pet Names	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/News/Newspapers
com.opera.browser	/Beauty & Fitness/Fashion & Style	/Computers & Electronics/Software/Internet Software/Web Browsers	/Games/Arcade & Coin-Op Games	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Games/Computer & Video Games/Sports Games/Sports Management Games
com.ismaker.android.simsimi	/Computers & Electronics/Software/Intelligent Personal Assistants	/Computers & Electronics/Software/Multimedia Software/Media Players	/Games/Gambling/Lottery	/Business & Industrial/Business Operations/Human Resources/Compensation & Benefits	/Arts & Entertainment/Fun & Trivia
com.linecorp.LGGRTHN	/Games/Computer & Video Games	/Health/Substance Abuse/Smoking & Smoking Cessation	/Games/Board Games	/Computers & Electronics/Networking/Network Monitoring & Management	/Shopping/Apparel/Clothing Accessories/Gems & Jewelry
com.bsbportal.music	/People & Society/Religion & Belief/Christianity	/Games/Table Games/Billiards	/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Family-Oriented Shows	/Arts & Entertainment/Music & Audio/Music Streams & Downloads	/Games/Computer & Video Games/Video Game Emulation
com.glu.deerhunt2	/Games/Computer & Video Games/Shooter Games	/Food & Drink/Restaurants/Pizzerias	/Jobs & Education/Education/Early Childhood Education	/Food & Drink/Restaurants	/Games/Computer & Video Games/Action & Platform Games
com.fluffyfairygames.idleminertycoon	/Shopping/Consumer Resources/Product Reviews & Price Comparisons	/Health/Pharmacy/Drugs & Medications	/Health/Health Conditions/Infectious Diseases	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Computers & Electronics/Software/Internet Software/Download Managers
com.sirma.mobile.bible.android	/People & Society/Religion & Belief/Christianity	/Books & Literature/E-Books	/Sports/Team Sports/American Football	/Shopping/Consumer Resources	/Online Communities/Forum & Chat Providers
com.zhiliaoapp.musically.go	/Health	/Business & Industrial/Shipping & Logistics	/Online Communities/Photo & Video Sharing/Video Sharing	/Arts & Entertainment/Celebrities & Entertainment News	/Games/Computer & Video Games/Gaming Reference & Reviews/Video Game Cheats & Hints
com.empire.grow.rome	/Games/Computer & Video Games/Strategy Games	/Games/Roleplaying Games	/Autos & Vehicles/Vehicle Shopping/Vehicle Specs, Reviews & Comparisons	/Jobs & Education/Education/Standardized & Admissions Tests	/Games/Computer & Video Games/Gaming Reference & Reviews
com.rovio.angrybirdsgo	/People & Society/Kids & Teens/Children's Interests	/Finance/Credit & Lending	/Finance/Banking/Money Transfer & Wire Services	/Games/Computer & Video Games/Casual Games	/Games/Computer & Video Games/Driving & Racing Games
com.intsig.camscanner	/Computers & Electronics/Software/Software Utilities	/Games/Computer & Video Games/Sandbox Games	/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Coffee & Espresso Makers	/Computers & Electronics/Software/Business & Productivity Software	/Computers & Electronics/Networking
com.episodeinteractive.android.catalog	/Games/Gambling/Lottery	/Online Communities/Photo & Video Sharing/Video Sharing	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Games/Computer & Video Games/Adventure Games
com.kms.free	/Finance/Financial Planning & Management	/Beauty & Fitness/Weight Loss	/Finance/Accounting & Auditing/Bookkeeping	/Computers & Electronics/Computer Security	/Computers & Electronics/Computer Security/Antivirus & Malware
com.touchtype.swiftkey	/Computers & Electronics/Software/Software Utilities	/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics	/People & Society/Religion & Belief/Mindfulness & Meditation	/Games/Family-Oriented Games & Activities/Drawing & Coloring	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Christian Holidays/Christmas
com.pubg.imobile	/Computers & Electronics/Software/Software Utilities	/Games/Computer & Video Games/Shooter Games	/Games/Computer & Video Games/Simulation Games	/Finance/Insurance	/Computers & Electronics/Consumer Electronics/Audio Equipment/Speakers
com.firsttouchgames.dlsa	/Games/Computer & Video Games/Sports Games	/Computers & Electronics/Software/Multimedia Software/Desktop Publishing/Fonts	/Sports/Team Sports/Soccer	/News/Newspapers	/Games/Computer & Video Games/Sports Games/Sports Management Games
cn.wps.moffice_eng	/Arts & Entertainment	/Food & Drink/Restaurants/Pizzerias	/Computers & Electronics/Software/Business & Productivity Software	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Birthdays & Name Days	/Computers & Electronics/Computer Security/Antivirus & Malware
com.playit.videoplayer	/Games/Computer & Video Games/Fighting Games	/Law & Government/Social Services/Welfare & Unemployment	/Computers & Electronics/Software/Multimedia Software/Media Players	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons	/Health/Medical Literature & Resources
com.linecorp.LGCOOKIE	/Sports/Team Sports/American Football	/Shopping/Apparel	/Business & Industrial/Energy & Utilities/Electricity	/Real Estate/Real Estate Listings	/Games/Computer & Video Games/Action & Platform Games
com.gameloft.android.ANMP.GloftM5HM	/Games/Computer & Video Games/Shooter Games	/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle & Traffic Safety	/Business & Industrial	/Computers & Electronics/Computer Security/Antivirus & Malware	/Health/Medical Literature & Resources
com.miniclip.plagueinc	/Computers & Electronics/Software/Business & Productivity Software/Word Processing Software	/Games/Computer & Video Games/Simulation Games	/Games/Computer & Video Games/Strategy Games	/Computers & Electronics/Consumer Electronics	/Finance/Accounting & Auditing/Billing & Invoicing
com.myntra.android	/Shopping/Apparel	/Games/Computer & Video Games/Massively Multiplayer Games	/Computers & Electronics/Consumer Electronics	/Shopping/Consumer Resources/Customer Services/Technical Support & Repair	/Finance/Credit & Lending/Credit Reporting & Monitoring
com.digidust.elokence.akinator.freemium	/Arts & Entertainment/TV & Video/Online Video	/Jobs & Education/Education/Early Childhood Education	/Computers & Electronics/Consumer Electronics/GPS & Navigation	/Arts & Entertainment/Fun & Trivia	/Games/Computer & Video Games/Casual Games
com.tumblr	/Arts & Entertainment/Music & Audio/Music Videos	/Online Communities/Blogging Resources & Services/Microblogging	/Online Communities/Social Networks	/Arts & Entertainment/Humor/Funny Pictures & Videos	/Arts & Entertainment/Humor
us.zoom.videomeetings	/Computers & Electronics/Software/Business & Productivity Software/Collaboration & Conferencing Software	/Internet & Telecom/Email & Messaging	/Jobs & Education/Education/Distance Learning	/People & Society/Family & Relationships/Family/Parenting/Pregnancy & Maternity	/Games/Board Games
com.lemon.lvoverseas	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Samples & Sound Libraries	/Internet & Telecom/Search Engines	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software	/Games/Word Games	/Hobbies & Leisure/Outdoors/Hiking & Camping
com.mercadopago.wallet	/Finance/Banking	/Finance/Credit & Lending/Credit Cards	/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers	/Food & Drink/Restaurants/Pizzerias	/Arts & Entertainment/Music & Audio/Radio
com.google.android.apps.youtube.music	/Arts & Entertainment/Music & Audio/Music Videos	/Arts & Entertainment/Music & Audio/Music Equipment & Technology	/People & Society/Ethnic & Identity Groups/Lesbian, Gay, Bisexual & Transgender	/Arts & Entertainment/Music & Audio/Music Streams & Downloads	/Business & Industrial/Shipping & Logistics/Mail & Package Delivery
com.dvloper.granny	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software	/Business & Industrial/Advertising & Marketing/Marketing	/Arts & Entertainment/Visual Art & Design	/Business & Industrial/Advertising & Marketing	/Games/Computer & Video Games/Adventure Games
com.movile.playkids.pkxd	/Arts & Entertainment/Music & Audio/World Music/East Asian Music	/Arts & Entertainment/Music & Audio/Podcasts	/News/Sports News	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Games/Computer & Video Games/Casual Games
com.jio.jioplay.tv	/Games/Computer & Video Games/Shooter Games	/Games/Table Games/Billiards	/Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming	/Reference/Geographic Reference/City & Local Guides	/Arts & Entertainment/Music & Audio/Music Education & Instruction
com.ForgeGames.SpecialForcesGroup2	/Games/Computer & Video Games/Shooter Games	/Finance	/Law & Government/Legal/Legal Services	/Jobs & Education/Education/Standardized & Admissions Tests	/Games/Family-Oriented Games & Activities/Dress-Up & Fashion Games
com.nekki.shadowfight3	/Games/Computer & Video Games/Fighting Games	/Games/Roleplaying Games	/Online Communities/Online Goodies/Social Network Apps & Add-Ons	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Travel & Transportation/Transportation/Urban Transit
com.bethsoft.falloutshelter	/People & Society/Family & Relationships/Family/Baby & Pet Names	/Business & Industrial/Business Operations/Human Resources/Compensation & Benefits	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/iOS Apps	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Online Communities/Forum & Chat Providers
air.com.lunime.gachalife	/Games/Computer & Video Games	/Games/Roleplaying Games	/Travel & Transportation/Travel Agencies & Services	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Android Apps	/People & Society/Family & Relationships/Family/Parenting
com.bitstrips.imoji	/Online Communities/Online Goodies/Clip Art & Animated GIFs	/Internet & Telecom/Service Providers/Cable & Satellite Providers	/Science/Chemistry	/People & Society/Family & Relationships/Family/Parenting	/Travel & Transportation/Transportation/Carpooling
com.joeware.android.gpulumera	/People & Society/Religion & Belief/Islam	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Finance/Investing/Stocks & Bonds	/Science/Engineering & Technology/Augmented & Virtual Reality	/Computers & Electronics/Computer Security
net.peakgames.toonblast	/Online Communities/Online Goodies/Skins, Themes & Wallpapers	/Shopping/Gifts & Special Event Items/Gifts	/Arts & Entertainment/Humor/Funny Pictures & Videos	/Games/Computer & Video Games/Simulation Games/City Building Games	/Games/Computer & Video Games/Casual Games
com.king.petrescuesaga	/Sports/Team Sports/American Football	/Games/Computer & Video Games/Massively Multiplayer Games	/Games/Dice Games	/Games/Computer & Video Games/Casual Games	/Games/Computer & Video Games/Gaming Reference & Reviews
es.socialpoint.MonsterLegends	/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software	/Shopping/Consumer Resources	/Finance/Investing/Currencies & Foreign Exchange	/Games/Roleplaying Games	/Games/Computer & Video Games/Adventure Games
com.nekki.vector	/Travel & Transportation	/Internet & Telecom/Search Engines	/Games/Gambling/Sports Betting	/Shopping/Mass Merchants & Department Stores	/Games/Computer & Video Games/Action & Platform Games
com.microsoft.office.excel	/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software	/Travel & Transportation	/Reference/Language Resources	/Online Communities/Online Goodies/Social Network Apps & Add-Ons	/Games/Family-Oriented Games & Activities/Dress-Up & Fashion Games
com.tocaboca.tocalifeworld	/Games/Computer & Video Games/Fighting Games	/Health/Nutrition	/Games/Family-Oriented Games & Activities	/Health	/Computers & Electronics/Consumer Electronics/Home Automation
com.playgendary.kickthebuddy	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Data Backup & Recovery	/Finance/Accounting & Auditing/Bookkeeping	/Health/Substance Abuse/Smoking & Smoking Cessation	/Games/Computer & Video Games/Casual Games
com.socialnmobile.dictapps.notepad.color.note	/Computers & Electronics/Software/Business & Productivity Software/Collaboration & Conferencing Software	/Law & Government/Government	/Reference/Directories & Listings	/Computers & Electronics/Software/Business & Productivity Software	/Business & Industrial/Shipping & Logistics/Mail & Package Delivery
com.appsomniacs.da2	/Computers & Electronics/Software/Multimedia Software/Audio & Music Software	/Games/Computer & Video Games/Shooter Games	/Computers & Electronics/Software/Multimedia Software/Graphics & Animation Software	/Pets & Animals/Animal Products & Services	/Food & Drink/Restaurants
com.lilithgame.hgame.gp	/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software	/Sensitive Subjects/Firearms & Weapons	/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Scanners	/Games/Word Games	/Games/Computer & Video Games/Casual Games
com.outfit7.talkingtom2free	/Computers & Electronics/Software/Multimedia Software/Desktop Publishing/Fonts	/Games/Family-Oriented Games & Activities	/Business & Industrial/Advertising & Marketing/Marketing	/Computers & Electronics/Computer Security/Network Security	/Arts & Entertainment/Fun & Trivia
com.pandora.android	/Computers & Electronics/Software/Internet Software/Web Browsers	/Pets & Animals/Pets/Cats	/Arts & Entertainment/Music & Audio/Radio	/Finance/Banking/Money Transfer & Wire Services	/Arts & Entertainment/Music & Audio/Music Streams & Downloads
cn.xender	/Online Communities/File Sharing & Hosting	/Business & Industrial/Energy & Utilities/Electricity	/Health/Health Conditions/Infectious Diseases	/Real Estate/Real Estate Listings	/Beauty & Fitness/Fitness
com.whatsapp.wallpaper	/Online Communities/Online Goodies/Skins, Themes & Wallpapers	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Games/Gambling/Lottery	/Food & Drink/Restaurants/Pizzerias	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes
com.ea.game.fifa14_row	/Shopping/Apparel	/Beauty & Fitness/Face & Body Care	/Internet & Telecom/Service Providers/Cable & Satellite Providers	/Games/Computer & Video Games/Sports Games/Sports Management Games	/Jobs & Education/Jobs
com.amazon.avod.thirdpartyclient	/Finance/Investing/Currencies & Foreign Exchange/Digital Currencies	/Shopping/Gifts & Special Event Items/Gifts	/Autos & Vehicles/Vehicle Codes & Driving Laws	/Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming	/Computers & Electronics/Computer Security/Antivirus & Malware
com.joom	/Finance/Banking	/News/Business News/Financial Markets News	/People & Society/Family & Relationships/Romance	/Online Communities/Social Networks	/Shopping/Shopping Portals
com.mi.android.globalFileexplorer	/Computers & Electronics/Software/Software Utilities	/People & Society/Religion & Belief/Islam	/Shopping/Mass Merchants & Department Stores	/Computers & Electronics/Software/Business & Productivity Software	/Games/Computer & Video Games/Adventure Games
com.garena.game.kgth	/Shopping/Gifts & Special Event Items/Gifts	/Games/Computer & Video Games/Strategy Games	/Arts & Entertainment/TV & Video/TV Networks & Stations	/Jobs & Education/Education/Computer Education	/Games/Roleplaying Games
com.zzkko	/Shopping/Apparel	/Shopping/Apparel/Women's Clothing	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/Games/Family-Oriented Games & Activities/Dress-Up & Fashion Games	/Games/Computer & Video Games/Casual Games
com.lockwoodpublishing.avakinlife	/Computers & Electronics/Software/Educational Software	/Arts & Entertainment/Visual Art & Design/Design/Graphic Design	/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Scanners	/Science/Chemistry	/Games/Computer & Video Games/Simulation Games/Life Simulation Games
com.hola.launcher	/Arts & Entertainment/Music & Audio/World Music/East Asian Music	/Games/Table Games/Billiards	/Pets & Animals/Animal Products & Services	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/Computers & Electronics/Computer Security/Network Security
com.booking	/Games/Computer & Video Games/Massively Multiplayer Games	/Online Communities/Online Goodies/Social Network Apps & Add-Ons	/Travel & Transportation/Travel Agencies & Services	/Travel & Transportation/Hotels & Accommodations	/Computers & Electronics/Networking/Network Monitoring & Management
com.rsupport.mvagent	/Computers & Electronics/Software/Software Utilities	/Online Communities/File Sharing & Hosting	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software	/Beauty & Fitness/Beauty Services & Spas	/Shopping/Shopping Portals
sinet.startup.inDriver	/Games/Computer & Video Games/Video Game Mods & Add-Ons	/Travel & Transportation/Transportation/Car Rentals	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons	/Games/Board Games/Chess & Abstract Strategy Games	/Hobbies & Leisure/Outdoors/Hiking & Camping
com.madfingergames.deadtrigger2	/Games/Computer & Video Games/Shooter Games	/Sports/Team Sports	/Jobs & Education/Education/Computer Education	/Computers & Electronics/Software/Internet Software/Web Browsers	/Games/Computer & Video Games/Action & Platform Games
com.garena.game.codm	/Games/Computer & Video Games/Shooter Games	/Games/Computer & Video Games	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Drums & Percussion	/Arts & Entertainment/Movies/Movie Reference	/Autos & Vehicles/Vehicle Parts & Services/Gas Prices & Vehicle Fueling
in.mohalla.sharechat	/Online Communities/Online Goodies/Social Network Apps & Add-Ons	/Online Communities/Social Networks	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Android Apps	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Birthdays & Name Days	/Computers & Electronics/Computer Security
com.kabam.marvelbattle	/Games/Computer & Video Games/Fighting Games	/Games/Computer & Video Games/Strategy Games	/Finance/Investing/Commodities & Futures Trading	/Shopping/Consumer Resources/Customer Services/Technical Support & Repair	/Autos & Vehicles/Vehicle Shopping
com.miHoYo.GenshinImpact	/Games/Roleplaying Games	/Shopping/Apparel/Footwear	/Reference/Directories & Listings/Business & Personal Listings	/Arts & Entertainment/Music & Audio/Music Streams & Downloads	/Games/Computer & Video Games/Action & Platform Games
com.csam.icici.bank.imobile	/Finance/Banking	/Computers & Electronics/Software/Internet Software/Proxying & Filtering	/Arts & Entertainment/TV & Video/Online Video	/Books & Literature/Magazines	/Games/Computer & Video Games/Driving & Racing Games
com.google.android.tts	/Computers & Electronics/Software/Software Utilities	/Books & Literature/E-Books	/Online Communities/Dating & Personals/Matrimonial Services	/People & Society/Family & Relationships/Family/Parenting	/Games/Gambling
br.com.tapps.bidwars	/Games/Computer & Video Games/Browser Games	/Business & Industrial/Energy & Utilities/Electricity	/Shopping/Shopping Portals	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Books & Literature/Children's Literature
com.cmcm.locker	/Computers & Electronics/Software/Software Utilities	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Shopping/Apparel/Women's Clothing	/Arts & Entertainment/Humor	/Games/Computer & Video Games/Simulation Games/Vehicle Simulators
com.kakao.talk	/Jobs & Education/Jobs/Job Listings	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Sports/Individual Sports/Cycling	/Health/Health Conditions/Sleep Disorders
com.nextwave.wcc2	/Travel & Transportation/Transportation/Long Distance Bus & Rail	/Games/Computer & Video Games/Sports Games	/Sports/Team Sports/Cricket	/Games/Party Games	/Games/Card Games/Collectible Card Games
br.com.gabba.Caixa	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software/Video File Formats & Codecs	/Travel & Transportation/Transportation/Long Distance Bus & Rail	/Finance/Banking	/Jobs & Education/Jobs/Job Listings/Temporary & Seasonal Jobs	/Food & Drink/Restaurants
com.halo.wifikey.wifilocating	/Computers & Electronics/Software/Software Utilities	/Jobs & Education/Education	/Arts & Entertainment/Humor/Funny Pictures & Videos	/Computers & Electronics/Networking	/Arts & Entertainment/Comics & Animation/Comics
net.peakgames.amy	/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Samples & Sound Libraries	/Finance	/Online Communities/Photo & Video Sharing/Video Sharing	/Computers & Electronics/Computer Security/Antivirus & Malware	/Games/Computer & Video Games/Casual Games
com.google.android.marvin.talkback	/Computers & Electronics/Software/Software Utilities	/Law & Government/Social Services/Welfare & Unemployment	/Science/Engineering & Technology/Augmented & Virtual Reality	/Science/Biological Sciences/Anatomy	/Shopping/Apparel/Footwear
com.billiards.city.pool.nation.club	/Games/Computer & Video Games/Sports Games	/Games/Table Games/Billiards	/Online Communities/Photo & Video Sharing/Video Sharing	/Finance/Credit & Lending	/Finance/Credit & Lending/Credit Reporting & Monitoring
com.neptune.domino	/Finance/Credit & Lending/Credit Cards	/Travel & Transportation/Transportation/Air Travel	/People & Society/Family & Relationships/Romance	/Travel & Transportation/Transportation/Urban Transit	/Games/Card Games/Poker & Casino Games
com.ea.game.easportsufc_row	/Games/Computer & Video Games/Sports Games	/Finance/Investing/Brokerages & Day Trading	/News/Business News	/People & Society/Family & Relationships/Family/Parenting	/Books & Literature/Audiobooks
com.topfreegames.bikeracefreeworld	/Shopping/Gifts & Special Event Items/Gifts	/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle Licensing & Registration	/Travel & Transportation/Transportation/Air Travel	/Games/Computer & Video Games/Driving & Racing Games	/Games/Computer & Video Games/Action & Platform Games
com.lazyswipe	/Computers & Electronics/Software/Software Utilities	/Computers & Electronics/Consumer Electronics	/Business & Industrial/Shipping & Logistics	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Ringtones & Mobile Themes	/Food & Drink/Restaurants/Fast Food
com.amanotes.beathopper	/Games/Computer & Video Games/Music & Dance Games	/Shopping/Apparel	/Health/Nutrition/Special & Restricted Diets	/Games/Family-Oriented Games & Activities	/Arts & Entertainment/Music & Audio/Music Education & Instruction
com.zynga.FarmVille2CountryEscape	/Books & Literature/E-Books	/Computers & Electronics/Software/Multimedia Software/Graphics & Animation Software	/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games	/Games/Computer & Video Games/Sports Games/Sports Management Games	/Games/Computer & Video Games/Casual Games
in.swiggy.android	/Shopping/Auctions	/Jobs & Education/Education/Primary & Secondary Schooling (K-12)	/Food & Drink/Food & Grocery Delivery	/Food & Drink/Restaurants	/Games/Computer & Video Games/Casual Games
com.whereismytrain.android	/Travel & Transportation/Transportation/Long Distance Bus & Rail	/Travel & Transportation/Transportation/Traffic & Route Planners	/Shopping/Apparel/Footwear/Athletic Shoes	/Arts & Entertainment/Comics & Animation/Anime & Manga	/Online Communities/Forum & Chat Providers
com.midasplayer.apps.bubblewitchsaga2	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers	/Arts & Entertainment/Visual Art & Design	/Games/Computer & Video Games/Casual Games
com.groundhog.mcpemaster	/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software	/Games/Computer & Video Games/Video Game Mods & Add-Ons	/Games/Computer & Video Games/Sandbox Games	/Finance/Investing/Commodities & Futures Trading	/People & Society/Family & Relationships/Family/Baby & Pet Names
com.pnixgames.bowlingking	/Games/Computer & Video Games/Sports Games	/Reference/Directories & Listings	/Travel & Transportation/Travel Guides & Travelogues	/Food & Drink/Restaurants/Fast Food	/Games/Word Games
com.umonistudio.tile	/Games/Computer & Video Games/Music & Dance Games	/Shopping/Gifts & Special Event Items/Greeting Cards	/Games/Roleplaying Games	/Shopping/Shopping Portals	/Games/Computer & Video Games/Casual Games
com.jb.gosms	/Computers & Electronics/Software/Software Utilities	/Hobbies & Leisure	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Business & Industrial/Shipping & Logistics	/Business & Industrial/Business Operations/Human Resources
com.netmarble.mherosgb	/Games/Computer & Video Games/Fighting Games	/Internet & Telecom/Service Providers/Phone Service Providers	/Shopping/Gifts & Special Event Items/Gifts	/Games/Roleplaying Games	/Games/Computer & Video Games/Video Game Emulation
com.gameloft.android.ANMP.GloftDOHM	/Online Communities/Dating & Personals/Matrimonial Services	/Games/Computer & Video Games/Simulation Games/Life Simulation Games	/Sports/Individual Sports/Running & Walking	/Business & Industrial/Shipping & Logistics/Mail & Package Delivery	/Online Communities/Forum & Chat Providers
vsin.t16_funny_photo	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Travel & Transportation/Transportation/Traffic & Route Planners	/Beauty & Fitness/Beauty Services & Spas	/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Birthdays & Name Days	/Games/Computer & Video Games/Casual Games
com.bsb.hike	/Law & Government/Social Services/Welfare & Unemployment	/Internet & Telecom/Email & Messaging/Voice & Video Chat	/Internet & Telecom/Email & Messaging/Text & Instant Messaging	/Online Communities/Online Goodies/Skins, Themes & Wallpapers	/Reference/General Reference
com.NextFloor.DragonFlightKakao	/Travel & Transportation/Transportation	/Games/Computer & Video Games/Action & Platform Games	/Arts & Entertainment/Humor/Funny Pictures & Videos	/Games/Arcade & Coin-Op Games	/News/Weather
com.pixel.art.coloring.color.number	/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle Licensing & Registration	/Games/Gambling/Lottery	/Health/Substance Abuse/Smoking & Smoking Cessation	/Games/Family-Oriented Games & Activities/Drawing & Coloring	/Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/iOS Apps
ru.mts.mymts	/Internet & Telecom/Service Providers/Phone Service Providers	/Arts & Entertainment/Online Media/Online Image Galleries	/Pets & Animals/Animal Products & Services	/Science/Engineering & Technology/Augmented & Virtual Reality	/Travel & Transportation/Transportation/Urban Transit
com.microsoft.skydrive	/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers	/Travel & Transportation/Hotels & Accommodations/Vacation Rentals & Short-Term Stays	/Business & Industrial/Advertising & Marketing/Marketing	/News/Sports News	/Internet & Telecom/Web Services/Cloud Storage
com.zytoona.wordscrush	/Computers & Electronics/Software/Business & Productivity Software/Word Processing Software	/Law & Government/Social Services/Welfare & Unemployment	/Games/Puzzles & Brainteasers	/Games/Word Games	/Finance/Credit & Lending
com.shopee.br	/Computers & Electronics/Software/Educational Software	/Internet & Telecom/Search Engines	/Shopping/Consumer Resources/Coupons & Discount Offers	/Business & Industrial/Advertising & Marketing	/Games/Computer & Video Games/Gaming Reference & Reviews/Video Game Cheats & Hints
com.samsung.android.app.notes	/Computers & Electronics/Software/Software Utilities	/Arts & Entertainment/TV & Video/TV Guides & Reference	/Arts & Entertainment/Events & Listings/Event Ticket Sales	/Jobs & Education/Education/Training & Certification	/Computers & Electronics/Software/Business & Productivity Software
home.solo.launcher.free	/Computers & Electronics/Software/Software Utilities	/Internet & Telecom/Service Providers/Phone Service Providers	/Arts & Entertainment/TV & Video/Online Video/Live Video Streaming	/Jobs & Education/Education/Standardized & Admissions Tests	/Games/Computer & Video Games/Adventure Games
photo.editor.photoeditor.photoeditorpro	/Sensitive Subjects/Firearms & Weapons	/Finance/Investing/Brokerages & Day Trading	/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software	/Shopping/Consumer Resources/Customer Services/Technical Support & Repair	/Autos & Vehicles/Vehicle Shopping
